Tara,Rata somajului (% din forta de munca),Educatie (%),ISD pe cap de locuitor (USD),Rata inflatiei (% pe an),PIB pe cap de locuitor (USD)
Saudi Arabia,-0.49671484756946516,0.9165271068287745,-0.11458161940152588,-0.21539236276759,0.458472099272058
Senegal,-0.6832869476145069,-1.304870980953047,-0.1432099777345356,-0.25668197626098116,-0.845763292009741
Singapore,-0.6440737849944207,1.3508830083692482,1.3047453993151956,-0.18260110167291485,2.63108950277081
El Salvador,-0.7148638627769974,-0.7376618593876465,-0.14108486321409924,-0.2543787505867617,-0.6968959117329485
Serbia,0.2243945745072783,0.5705164873814973,-0.10049000974140941,-0.07598974506706431,-0.380128042446867
Suriname,0.2109795451898805,-1.6416226036272978,-0.1529273428264652,0.46426446581496855,-0.6428417358221232
Slovak Republic,-0.2205716286974895,-0.07070014533570422,-0.09611577955632562,-0.1653967643203544,0.10144347573543325
Slovenia,-0.6079563983706571,0.7932816304830203,-0.09879481319777665,-0.202412830367265,0.4263777690221335
Sweden,0.45926078009495275,0.8360262909024212,0.02325101798918923,-0.16174146457381713,1.3187141173012105
Thailand,-1.1577662153175503,-0.34396151206149644,-0.1379764767796285,-0.23044756432387165,-0.6277912657272441
Timor-Leste,-0.9699558048739794,-0.7983732955063768,-0.14061317959034073,-0.19786914983657936,-0.863020198178204
Tunisia,2.0432661648800146,-0.5663358331192825,-0.14593215842312382,0.04254311870818536,-0.7515911651158022
Tanzania,-0.7691431352458535,-1.671402913976643,-0.14805956618209323,-0.151406174242525,-0.8687009692139369
Uruguay,0.4330498766594213,0.7891664241063466,-0.2169887849348524,-0.0676416006344221,0.019855091016364276
Uzbekistan,-0.37453488824793324,0.029746993071022916,-0.14497567704091488,0.15572682164557494,-0.7914606960075551
Viet Nam,-1.0054540362984785,-0.583496303264729,-0.13796688203130608,-0.1250388442615028,-0.7306226031222586
Samoa,-0.36153262906337835,-1.3281878959965565,-0.1485156190360472,-0.1927459677191011,-0.704200833842432
South Africa,5.544588816720871,-1.0403426339329038,-0.14740356544007,-0.09044957157101233,-0.6700071852416899
